"ID","ElectDistrict","Party","Age","Gender","Independent","Region","EduLvl","RegElected","MP","EuroMP","Q1.IncomeDiff","Q2.GayAdoption","Q3.NuclearPow","Q4.ChildAlw","Q5.SeniorCare","Q6.RetireAge","Q7.ExtWCareer","Q8.BendIndex","Q9.CutPblExpend","Q10.GreekDebt","Q11.TransacTax","Q12.TaxInc","Q13.TaxDeduc","Q14.MortDeduc","Q15.RealEstTax","Q16.Conscript","Q17.NATO","Q18.HumRight","Q19.LandOwn","Q20.DvlAid","Q22.Guns","Q23.VolDomLng","Q24.Suvivirsi","Q25.Immigration","Q26.SaimaaSeal","Q27.MunOutsource","Q28.MunNb","Q29.CptRegMerger","Q30.EqlTransfer","CountAnsw","Q21.Fb.Bolivia","Q21.Fb.Brasilia","Q21.Fb.UK","Q21.Fb.Spain","Q21.Fb.Ghana","Q21.Fb.India","Q21.Fb.Iran","Q21.Fb.Island","Q21.Fb.Israel","Q21.Fb.Italy","Q21.Fb.Canada","Q21.Fb.China","Q21.Fb.Cuba","Q21.Fb.Norway","Q21.Fb.Poland","Q21.Fb.France","Q21.Fb.Sweden","Q21.Fb.Germany","Q21.Fb.Tanzania","Q21.Fb.Danemark","Q21.Fb.Tunisia","Q21.Fb.Turkey","Q21.Fb.Russia","Q21.Fb.Estonia","Q21.Fb.USA","CountQ21.Fb","Q31.GvtPrt.IPU","Q31.GvtPrt.KES","Q31.GvtPrt.KOK","Q31.GvtPrt.KA","Q31.GvtPrt.KD","Q31.GvtPrt.KTP","Q31.GvtPrt.M2011","Q31.GvtPrt.PS","Q31.GvtPrt.PIR","Q31.GvtPrt.RKP","Q31.GvtPrt.SDP","Q31.GvtPrt.SEN","Q31.GvtPrt.SKP","Q31.GvtPrt.STP","Q31.GvtPrt.VP","Q31.GvtPrt.VAS","Q31.GvtPrt.VIHR","CountQ31.GvtPrt","W1.IncomeDiff","W2.GayAdoption","W3.NuclearPow","W4.ChildAlw","W5.SeniorCare","W6.RetireAge","W7.ExtWCareer","W8.BendIndex","W9.CutPblExpend","W10.GreekDebt","W11.TransacTax","W12.TaxInc","W13.TaxDeduc","W14.MortDeduc","W15.RealEstTax","W16.Conscript","W17.NATO","W18.HumRight","W19.LandOwn","W20.DvlAid","W21.FBCountry","W22.Guns","W23.VolDomLng","W24.Suvivirsi","W25.Immigration","W26.SaimaaSeal","W27.MunOutsource","W28.MunNb","W29.CptRegMerger","W30.EqlTransfer","W31.GvtPrt","CountNegW","CountPosW","Cluster"
"Haverinen Urpo","S-Savonia","VAS",60,"M",0,"S-Savonia",2,1,0,0,"ReducMuch","1","0","NoImpact","Yes","Keep","NotAny","Fifty","CutBusiness","SuppWasMstk","YesAlways","Capital","TFHomeSeller","RemGrad","1","Keep","Never","YesHumRight","ResRussian","GrowMod","BanHomeStrg","1","0","Fine","Keep","Reduce","230","VoluntCoop","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",3,"0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1",4,"1","-1","0","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1",1,8,2
"Hayrynen Tommy","N-Savonia","SKP",40,"M",0,"N-Savonia",4,0,0,0,"ReducMuch","1","0","Remove","Yes","Reduce","NotAny","IncomePrior","RedDvlAid","SuppWasMstk","YesIfOther","CapIncome","TFChildAll","Keep","1","Volunteer","Never","YesHumRight","ResRussian","NoIncrease","BanHandG","0","YesIfAlt","Fine","LocNetBan","NoneOfThese","340","NewCouncil","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0",3,"0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,3
"Heijari Eerik","Satakunta","KOK",31,"M",0,"Satakunta",5,1,0,0,"ReducSlight","0","1","NoImpact","Yes","RaiseByOne","IncAge","PricePrior","RedMunPay","FinInterest","Never","NotAny","NoneOfThese","Keep","0","Keep","YesNotSoon","YesWithEU","ResRussian","NoIncrease","Keep","1","YesTrad","Fine","LocNetBan","OpenAll","0","Keep","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1",3,"0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",3,"-1","-1","1","0","0","-1","0","0","-1","0","-1","1","-1","0","-1","1","0","-1","0","-1","-1","0","0","0","-1","-1","0","0","-1","0","-1",14,3,4
"Heijnsbroek-Wiren Mia","Uusimaa","RKP",41,"F",0,"Uusimaa",4,1,0,0,"ReducSlight","1","1","Keep","Yes","Keep","NotAny","IncSligh","RedDvlAid","SuppWasMstk","YesIfOther","Income","EmpBenDed","Keep","1","Keep","Never","YesWithEU","ResRussian","NoIncrease","Keep","0","YesTrad","Fine","Keep","NoInc","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0",3,"0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",3,"0","0","1","1","1","1","0","1","1","0","0","1","0","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",0,12,2
"Heikka Minna","N-Savonia","VIHR",NA,"F",0,"N-Savonia",6,0,0,0,"ReducMuch","1","0","NoImpact","Yes","RaiseByOne","RemAllowance","Keep","RedMilitary","FinInterest","YesIfOther","Energy","TFHomeSeller","RemGrad","0","Volunteer","Never","YesHumRight","NoRestrict","Keep","BanHomeStrg","0","0","TooStrict","LocNetBan","IncAndLearn","0","NewCouncil","Keep",29,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",3,"0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1",3,"0","0","0","0","0","0","0","0","0","0","-1","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2,0,3
"Heikkila Arto","N-Karelia","SKP",62,"M",0,"N-Karelia",0,0,0,0,"ReducMuch","1","0","NoImpact","Yes","Keep","RemPartTime","Fifty","Other","QuitEuro","YesIfOther","Capital","TFHomeSeller","RemGrad","0","Volunteer","Never","YesHumRight","ResRussian","Keep","BanHomeStrg","1","YesTrad","Fine","WNetBandAndBuild","Reduce","0","Must","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0",3,"0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0",3,"1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,6,2
"Heikkila Lauri","Finland Proper","PS",53,"M",0,"W-Finland",7,1,0,0,"ReducSlight","0","0","Adjust","Yes","Keep","NotAny","Fifty","Other","EuroWasMstk","YesAlways","Capital","EmpBenDed","RemGrad","0","Keep","NotSoon","YesWithEU","ResAllForeign","NoIncrease","Keep","1","YesTrad","TooLoose","Keep","NoInc","290","VoluntCoop","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0",3,"1","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",0,6,3
"Heikkila Nina","Pirkanmaa","SDP",39,"F",0,"Pirkanmaa",5,0,0,0,"ReducSlight","1","0","NoImpact","Yes","Keep","NotAny","IncSligh","Other","FinInterest","YesIfOther","CapIncome","NoneOfThese","Keep","0","Keep","NotSoon","YesWithEU","ResAllForeign","GrowMod","Keep","1","YesIfOpt","TooStrict","Keep","NoInc","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",3,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",1,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0",1,1,3
"Heikkila Olli","Tavastia","PIR",40,"M",0,"Tavastia Proper",7,0,0,0,"GrowFree","0","1","NoImpact","Yes","Reduce","NotAny","IncSligh","RedDvlAid","EuroWasMstk","Never","NotAny","NoneOfThese","Keep","0","Volunteer","YesSoon","NoDom","ResRussian","Remove","Loosen","1","YesIfOpt","TooLoose","Keep","OpenAll","340","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",1,"0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","-1","0",1,2,3
"Heikkila Sami","Uusimaa","VAS",38,"M",0,"Uusimaa",5,0,0,0,"ReducMuch","1","0","NoImpact","Yes","Reduce","NotAny","PricePrior","RedMilitary","EuroWasMstk","YesAlways","CapIncome","NoneOfThese","Keep","0","Volunteer","Never","YesHumRight","ResAllForeign","NoIncrease","BanHomeStrg","0","YesTrad","Fine","WNetBandAndBuild","NoInc","290","NewCouncil","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1",3,"1","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","-1",1,9,2
"Heikkila Teppo","Finland Proper","VIHR",38,"M",0,"W-Finland",6,0,0,0,"ReducMuch","1","0","Adjust","Yes","Keep","NotAny","Fifty","RedMilitary","DebtRestruct","YesIfOther","Energy","TFHomeSeller","RemGrad","0","Select","Never","YesHumRight","NoRestrict","Keep","Keep","1","YesIfAlt","Fine","WNetBan","IncAndLearn","340","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,3
"Heikkila Tuomo","Lapland","KOK",48,"M",0,"Lapland",6,1,0,0,"GrowMod","0","1","NoImpact","NoIncrease","Keep","NotAny","IncSligh","CutBusiness","FinInterest","YesIfOther","VAT","EmpBenDed","Keep","0","Select","YesSoon","YesWithEU","NoRestrict","GrowMod","Keep","0","YesTrad","TooLoose","LocNetBan","IncAndLearn","0","Must","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",3,"1","-1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","-1","0","0","1","1","0","1","1","1","0","1",2,11,1
"Heikkila Vili","Vaasa","PIR",22,"M",0,NA,0,0,0,0,"ReducSlight","1","1","Adjust","NoRecommend","RaiseByOne","IncAge","IncSligh","RedMilitary","FinInterest","Never","Income","EmpBenDed","Keep","1","Volunteer","NotSoon","YesWithEU","NoRestrict","Keep","BanHomeStrg","1","YesIfAlt","TooStrict","Keep","IncButChoose","230","NewCouncil","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1",3,"1","0","0","0","-1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0",2,2,3
"Heikkinen Henri","Oulu","KOK",26,"M",0,"N-Ostrobothnia",3,0,0,0,"GrowFree","1","1","NoImpact","NoIncrease","RaiseByMult","NotAny","Keep","RedDvlAid","FinInterest","Never","NotAny","UnionFees","RemGrad","0","Select","YesSoon","NoFinance","NoRestrict","Remove","Loosen","1","YesTrad","TooLoose","LocNetBan","OpenAll","0","Keep","Keep",29,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0",3,"0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0",3,"0","-1","1","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","-1","1","1","0","1","0","0","0","-1","0","-1",4,8,4
"Heikkinen Miariikka","Oulu","KOK",40,"F",0,"Kainuu",4,0,0,0,"ReducSlight","1","1","NoImpact","Yes","RaiseByOne","RemAllowance","IncSligh","CutBusiness","FinInterest","Never","VAT","UnionFees","Keep","0","Keep","YesNotSoon","YesWithEU","ResRussian","GrowMod","Keep","1","YesTrad","Fine","Keep","IncAndLearn","230","VoluntCoop","MoreEq",29,"0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0",3,"0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",3,"0","-1","0","0","1","1","0","1","1","1","1","1","0","1","1","1","-1","0","0","0","0","0","1","-1","0","0","0","0","0","0","0",3,11,4
"Heikkinen Pekka","Lapland","KOK",46,"M",0,"Lapland",6,1,0,0,"ReducSlight","0","1","Keep","Yes","Keep","NotAny","Keep","RedDvlAid","FinInterest","YesIfOther","CapIncome","TFHomeSeller","Keep","0","Keep","YesIfSwe","YesHumRight","ResRussian","GrowMod","Keep","0","YesTrad","TooLoose","LocNetBan","IncAndLearn","170","Must","MoreEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1",3,"0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",3,"0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,5,3
"Heikura Aino","N-Karelia","KESK",25,"F",0,"N-Karelia",5,1,0,0,"ReducSlight","0","0","NoImpact","NoRecommend","RaiseByOne","IncAge","Keep","DropDaycare","FinInterest","YesAlways","CapIncome","UnionFees","Keep","0","Keep","Never","YesWithEU","ResRussian","GrowMod","Keep","1","YesTrad","Fine","LocNetBan","NoInc","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0",3,"0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",3,"0","1","1","1","0","0","1","0","0","1","1","1","0","1","1","0","1","0","0","1","-1","0","0","-1","0","-1","1","1","-1","1","1",4,15,1
"Heinaluoma Eero","Helsinki","SDP",55,"M",0,NA,0,1,1,0,"ReducMuch","1","1","NoImpact","Yes","Keep","NotAny","IncSligh","Other","DebtRestruct","YesAlways","CapIncome","NoneOfThese","Keep","0","Keep","NotSoon","YesHumRight","ResRussian","GrowMod","Keep","0","YesIfOpt","Fine","LocNetBan","NoInc","170","NewCouncil","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1",3,"1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0",2,1,3
"Heinamaki Anna-Kaisa","Pirkanmaa","VIHR",33,"F",0,"Pirkanmaa",6,1,0,0,"ReducSlight","1","0","NoImpact","Yes","RaiseByOne","RemAllowance","IncSligh","RedMilitary","FinInterest","YesIfOther","CapIncome","TFHomeSeller","Keep","1","Select","NotSoon","YesHumRight","ResRussian","GrowMod","Keep","0","YesIfOpt","Fine","LocNetBan","IncAndLearn","170","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1",3,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-1","-1","0","0","1","1","0","0","0",2,6,2
"Heininen Jaana","Satakunta","VAS",45,"F",1,"Satakunta",3,1,0,0,"ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","Fifty","RedMilitary","FinInterest","YesIfOther","CapIncome","NoneOfThese","Keep","0","Keep","Never","YesHumRight","ResAllForeign","Keep","BanHomeStrg","1","YesTrad","TooLoose","LocNetBan","NoInc","230","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",3,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1",3,"1","-1","1","1","1","1","1","1","0","0","0","1","0","0","0","-1","1","0","0","0","-1","-1","0","0","0","0","1","0","0","0","0",4,10,2
"Heino Jari-Petri","Finland Proper","M2011",45,"M",0,NA,0,0,0,0,"ReducSlight","1","1","NoImpact","Yes","Reduce","NotAny","PricePrior","RedDvlAid","QuitEuro","YesIfOther","NoneOfThese","TFHomeSeller","Remove","0","FemAlso","Never","NoDom","ResAllForeign","Remove","Loosen","1","0","TooLoose","LocNetBan","NoneOfThese","400","Keep","RemEq",29,"0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0",3,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0",1,0,3
"Heino Johan","Oulu","VIHR",54,"M",0,NA,0,0,0,0,"ReducMuch","1","0","Adjust","Yes","Keep","NotAny","PricePrior","RedMilitary","FinInterest","YesAlways","CapIncome","TFHomeSeller","RemGrad","1","Select","Never","YesHumRight","NoRestrict","Keep","BanHandG","1","YesIfOpt","Fine","WNetBandAndBuild","Reduce","230","NewCouncil","Keep",29,"0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",3,"0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1",3,"0","-1","1","-1","1","1","1","0","0","1","0","1","-1","0","0","0","0","1","-1","1","0","1","1","-1","1","1","1","0","1","0","1",5,15,1
"Heinonen Hannamari","N-Savonia","KOK",35,"F",0,"N-Savonia",6,1,0,0,"ReducSlight","0","1","NoImpact","Yes","RaiseByOne","IncAge","PricePrior","CutBusiness","FinInterest","Never","CapIncome","NoneOfThese","Keep","0","Keep","YesNotSoon","YesWithEU","NoRestrict","Keep","BanHandG","0","YesTrad","Fine","LocNetBan","IncAndLearn","0","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0",3,"0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,3
"Heinonen Jari","Pirkanmaa","SKP",58,"M",0,"Pirkanmaa",7,1,0,0,"ReducMuch","1","0","NoImpact","Yes","Keep","NotAny","Fifty","RedMilitary","EuroWasMstk","YesAlways","CapIncome","NoneOfThese","Keep","1","Keep","Never","YesHumRight","NoRestrict","GrowMod","BanHandG","0","YesIfOpt","Fine","LocNetBan","Reduce","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",3,"0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0",3,"1","-1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","0","0","1","0","-1","0","0","1","1","1","0","0","1",2,19,1
"Heinonen Kalevi","Uusimaa","KESK",54,"M",1,"Uusimaa",6,1,0,0,"GrowMod","1","1","NoImpact","NoRecommend","RaiseByOne","IncAge","PricePrior","Other","FinInterest","YesIfOther","NotAny","UnionFees","RemGrad","0","Select","NotSoon","YesWithEU","ResRussian","Keep","Loosen","0","YesTrad","Fine","Keep","IncAndLearn","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1",3,"0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",0,1,3
"Heinonen Matti","Vaasa","IPU",NA,"M",0,NA,0,0,0,0,"ReducMuch","0","0","NoImpact","Yes","Keep","NotAny","PricePrior","Other","QuitEuro","YesIfOther","Capital","NoneOfThese","Keep","0","Keep","NotSoon","NoFinance","ResAllForeign","GrowMod","Loosen","0","YesIfOpt","TooLoose","LocNetBan","NoInc","340","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,3
"Heinonen Paavo J.","Oulu","VAS",32,"M",0,"N-Ostrobothnia",6,0,0,0,"ReducMuch","1","0","NoImpact","NoRecommend","Keep","NotAny","IncSligh","RedMilitary","Support","YesAlways","CapIncome","NoneOfThese","RemGrad","0","Select","Never","YesHumRight","NoRestrict","Keep","BanHomeStrg","1","YesTrad","Fine","LocNetBan","NoInc","0","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",3,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1",3,"1","1","1","1","0","0","1","0","1","1","1","1","0","0","0","1","1","1","0","1","-1","1","-1","1","1","0","1","1","1","1","1",2,21,1
"Heinonen Timo","Tavastia","KOK",36,"M",0,"Tavastia Proper",6,1,1,0,"ReducSlight","1","1","NoImpact","Yes","Keep","NotAny","IncomePrior","Other","FinInterest","Never","CapIncome","UnionFees","Keep","0","Keep","YesNotSoon","YesHumRight","ResRussian","GrowMod","Loosen","0","YesTrad","TooLoose","Keep","IncAndLearn","290","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1",3,"0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",3,"1","0","0","1","1","-1","1","0","0","0","0","0","0","0","1","1","-1","0","1","0","0","1","0","1","0","0","0","0","0","0","0",2,9,2
"Helander Hannele","Satakunta","VIHR",45,"F",0,"Satakunta",4,0,0,0,"ReducMuch","1","0","Keep","Yes","Keep","NotAny","IncSligh","RedMilitary","FinInterest","YesIfOther","CapIncome","TFHomeSeller","Keep","0","Volunteer","Never","YesHumRight","ResRussian","Keep","BanHomeStrg","1","YesIfOpt","TooStrict","LocNetBan","IncAndLearn","170","VoluntCoop","MoreEq",29,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",3,"0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",3,"0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","1","1","0","0","1","0","0",0,9,2
"Helin Anna","Uusimaa","KOK",49,"F",0,"Uusimaa",6,1,0,0,"ReducSlight","1","1","Adjust","Yes","RaiseByOne","IncAge","Keep","RedMilitary","FinInterest","YesIfOther","Energy","TFHomeSeller","RemGrad","0","Keep","YesNotSoon","YesWithEU","NoRestrict","GrowMod","Keep","0","YesTrad","Fine","Keep","IncAndLearn","0","VoluntCoop","LessEq",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",3,"0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,3
"Helin Matti","Pirkanmaa","KOK",42,"M",0,"Pirkanmaa",7,0,0,0,"ReducSlight","0","0","NoImpact","Yes","Keep","NotAny","Fifty","RedMilitary","FinInterest","YesIfOther","CapIncome","UnionFees","Keep","0","Keep","YesNotSoon","YesWithEU","NoRestrict","GrowMod","BanHomeStrg","1","YesTrad","Fine","LocNetBan","IncAndLearn","170","VoluntCoop","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1",3,"0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",3,"1","-1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","-1","0","0","1","1","1","0","0","0","0","0","0","0",2,12,2
"Helio Heikki","N-Savonia","KTP",59,"M",0,"N-Savonia",2,0,0,0,"ReducMuch","0","1","NoImpact","Yes","Reduce","NotAny","Fifty","RedMilitary","QuitEuro","YesIfOther","Capital","NoneOfThese","Keep","1","Keep","Never","NoDom","ResAllForeign","Keep","BanHandG","1","0","TooLoose","LocNetBan","Reduce","290","Keep","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0",3,"1","-1","-1","1","1","1","1","0","0","1","-1","1","0","-1","0","1","0","0","0","0","-1","0","-1","0","0","-1","0","-1","-1","-1","-1",11,8,4
"Helistekangas Erkki","Lapland","KD",58,"M",0,"Lapland",1,1,0,0,"Approp","0","1","Remove","Yes","RaiseByMult","IncAge","IncSligh","RemAllowance","QuitEuro","YesIfOther","Capital","UnionFees","Extend","0","Keep","Never","YesHumRight","ResAllForeign","GrowMod","BanHandG","1","YesTrad","TooLoose","TooMuch","OpenAll","230","Must","MoreEq",29,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1",3,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",3,"0","1","-1","1","1","-1","-1","-1","0","1","-1","0","-1","-1","0","-1","-1","1","1","1","1","-1","1","1","1","1","1","1","1","1","1",10,17,4
"Helisto Kimmo","Helsinki","VIHR",49,"M",0,"Uusimaa",3,1,0,0,"ReducSlight","1","0","NoImpact","Yes","Keep","NotAny","Keep","CutAgri","FinInterest","YesIfOther","CapIncome","TFHomeSeller","RemGrad","1","Select","NotSoon","YesHumRight","NoRestrict","Keep","BanHomeStrg","0","YesTrad","TooStrict","LocNetBan","IncAndLearn","170","Must","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0",3,"0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1",3,"0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0",2,0,3
"Hellgren Jussi","Pirkanmaa","KD",51,"M",0,"Pirkanmaa",5,1,0,0,"ReducSlight","0","0","NoImpact","NoIncrease","RaiseByMult","IncAge","Fifty","DropDaycare","DebtRestruct","YesAlways","Capital","UnionFees","Keep","0","Keep","Never","YesHumRight","ResAllForeign","NoIncrease","BanHomeStrg","0","YesTrad","TooLoose","LocNetBan","IncAndLearn","340","NewCouncil","Keep",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",3,"0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0",4,"0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","0","1","1","0","1",0,15,1
